Experiment,Reference,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Cr2O3,Total,Alk Line,Sub line,Alkalinity (S),Alkalinity (A),Na2O+K2O
VB-2,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",5,,1120,gl-pl,47.62,3.85,13.3,16.34,0.23,3.16,7.47,2.95,1.92,2.43,,,99.27,4.296,2.73368,-2.13632,-0.574,4.87
VB-3,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",5,,1100,gl-pl,47.51,3.9,13.47,15.74,0.23,3.16,7.57,3.17,1.89,2.53,,,99.17,4.208,2.67714,-2.38286,-0.852,5.06
VB-4,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",5,,1080,gl-ol-pl-ox-ap,46,4.24,11.57,18.26,0.27,3.66,7.8,2.8,1.82,2.74,,,99.16,3,1.901,-2.719,-1.62,4.62
MEL-1,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",5,,1130,gl,36.59,7.08,7.34,27.05,0.34,4.51,9.13,1.87,0.62,4.4,,,98.93,-4.528,-2.93574,-5.42574,-7.018,2.49
TM1094-9,"Salters, V.J.M., and Longhi, J. (1999)",15,,1427,gl-ol-cp-sp,44.5,0.61,15.9,8.01,0.02,12.1,10.9,2.51,0.09,0.16,,0.11,94.91,1.8,1.13,-1.47,-0.8,2.6
TM1094-10,"Salters, V.J.M., and Longhi, J. (1999)",12,,1375,gl-ol-cp-sp,46,0.66,17.3,8.74,0.03,11.1,10.8,2.6,0.1,0.17,,0.04,97.54,3,1.901,-0.799,0.3,2.7
TJ-37,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1190,gl-pl-sp-ox ,54.1,3.34,16.1,8.54,0.26,4.47,6.96,3.39,1.15,0.96,,0.12,99.39,9.48,6.0644,1.5244,4.94,4.54
TJ-36,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1175,gl-pl-sp-ox ,50.3,4,15.9,11.6,0.24,4.53,6.81,3.35,0.93,0.85,,0.11,98.63,6.44,4.1112,-0.1688,2.16,4.28
TJ-31,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1160,gl-pl-sp-ox ,55.3,3.04,14.9,8.24,0.16,4.8,6.76,3.52,1.03,0.81,,0.04,98.6,10.44,6.6812,2.1312,5.89,4.55
TJ-26,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1148,gl-pl-sp-ox ,53.1,3.52,14.8,10.7,0.16,5.04,6.71,3.56,1.1,0.67,,,99.35,8.68,5.5504,0.8904,4.02,4.66
TT-48,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1150,gl-pl,49.3,4.12,15.1,13,0.15,4.52,6.44,3.61,1.04,0.61,,0.04,97.93,5.64,3.5972,-1.0528,0.99,4.65
TJ-45,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1124,gl-ol-pl-ox,49.5,4.57,13.7,14.2,0.16,4.13,6.18,3.45,1.17,0.85,,0.03,97.94,5.8,3.7,-0.92,1.18,4.62
TJ-46,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1090,gl-ol-pl-sp,52.2,3.89,12.5,13.8,0.17,3.35,6.48,3.4,1.56,0.97,,0.02,98.34,7.96,5.0878,0.1278,3,4.96
TJ-52,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1080,gl-ol-cp-pl-ox,54.1,3.26,11.8,13.2,0.2,2.83,6.57,2.83,1.62,1.15,,0.03,97.59,9.48,6.0644,1.6144,5.03,4.45
TJ-53,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1070,gl-ol-cp-pl-sp-ox,53.1,3.38,11.4,15.1,0.16,2.75,7.15,2.61,1.83,1.79,,,99.25,8.68,5.5504,1.1104,4.24,4.44
TJ-55,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1065,gl-ol-cp-pl-ox - cp,54.9,2.68,11.8,13.3,0.17,2.26,6.2,2.53,2.3,1.87,,0.01,98.01,10.12,6.4756,1.6456,5.29,4.83
TJ-27,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1140,gl-pl,49.9,4.21,15.6,13.1,0.14,4.65,6.63,3.69,0.96,0.53,,,99.41,6.12,3.9056,-0.7444,1.47,4.65
TJ-30,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1110,gl-ol-pl-sp-ox,50.2,4.3,14.3,13.7,0.18,4.64,6.2,3.34,1.15,0.57,,,98.58,6.36,4.0598,-0.4302,1.87,4.49
TJ-49,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1125,gl-ol-pl-ox,50,4.66,14.2,13.9,0.16,4.27,6.2,3.17,1.14,0.79,,0.01,98.5,6.2,3.957,-0.353,1.89,4.31
TJ-50,"Auwera, J. V., and Longhi, J. (1994)",0.001,,1090,gl-ol-pl-ox,52,4.04,12.5,14.3,0.15,3.3,6.71,2.8,1.41,1.17,,0.02,98.4,7.8,4.985,0.775,3.59,4.21
TJ-17,"Auwera, J. V., and Longhi, J. (1994)",5,,1170,gl,49.5,3.46,16,13.1,0.13,4.54,6.82,3.65,0.94,0.63,,,98.77,5.8,3.7,-0.89,1.21,4.59
TJ-43,"Auwera, J. V., and Longhi, J. (1994)",5,,1150,gl-cp,49.5,4.04,15.3,13.5,0.13,4.65,6.39,3.62,0.9,0.66,,,98.69,5.8,3.7,-0.82,1.28,4.52
TJ-40,"Auwera, J. V., and Longhi, J. (1994)",5,,1135,gl-ol-pl,49.5,4.23,14.8,14,0.16,4.63,6.36,3.76,1.04,0.69,,,99.17,5.8,3.7,-1.1,1,4.8
TJ-23,"Auwera, J. V., and Longhi, J. (1994)",5,,1130,gl-ol-pl,48.2,4.89,14.1,14.2,0.16,4.67,6.37,3.46,1.16,0.79,,,98,4.76,3.0318,-1.5882,0.14,4.62
TJ-51,"Auwera, J. V., and Longhi, J. (1994)",5,,1110,gl-ol-pl-ox,49.4,5.32,14.1,13.3,0.17,4.85,6.31,3.58,1.09,0.65,,0.01,98.76,5.72,3.6486,-1.0214,1.05,4.67
TJ-47,"Auwera, J. V., and Longhi, J. (1994)",5,,1100,gl-ol-cp-pl-ox,50.2,4.42,11.5,15.1,0.19,3.39,7.06,3.65,1.69,1.42,,0.03,98.65,6.36,4.0598,-1.2802,1.02,5.34
TJ-1,"Auwera, J. V., and Longhi, J. (1994)",7,,1170,gl-pl,50.3,3.08,16,12.6,0.14,4.66,6.44,3.53,1,1.19,,,98.94,6.44,4.1112,-0.4188,1.91,4.53
TJ-4,"Auwera, J. V., and Longhi, J. (1994)",7,,1095,gl-ol-cp-pl-ox,47.1,4.21,12,17.8,0.18,3.4,7.28,2.93,2.02,2.32,,,99.24,3.88,2.4664,-2.4836,-1.07,4.95
TJ-5,"Auwera, J. V., and Longhi, J. (1994)",10,,1190,gl,50.6,3.65,16.3,11.9,0.11,4.34,6.56,3.56,0.95,0.59,,,98.56,6.68,4.2654,-0.2446,2.17,4.51
TJ-18,"Auwera, J. V., and Longhi, J. (1994)",10,,1165,gl,50.1,3.46,16.5,12.4,0.13,4.39,6.73,3.73,1,0.63,,,99.07,6.28,4.0084,-0.7216,1.55,4.73
TJ-24,"Auwera, J. V., and Longhi, J. (1994)",13,,1190,gl,50.6,4.19,16.2,12.8,0.25,4.48,6.76,3.52,1.03,0.85,,0.14,100.82,6.68,4.2654,-0.2846,2.13,4.55
TJ-35,"Auwera, J. V., and Longhi, J. (1994)",16,,1215,gl-cp,51,4.27,16.4,12.6,0.26,4.22,6.71,3.57,1.03,0.87,,0.14,101.04,7,4.471,-0.129,2.4,4.6
6,"Agee, C.B., and Walker, D. (1990)",0.001,,1600,gl-ol,45.77,,6.62,13.48,0.187,26.38,6.27,,,,,0.305,99.06,2.816,1.78278,1.78278,2.816,0
8,"Agee, C.B., and Walker, D. (1990)",0.001,,1550,gl-ol,47.76,,7.51,11.77,0.181,25.34,6.63,,,,,0.352,99.6,4.408,2.80564,2.80564,4.408,0
12,"Agee, C.B., and Walker, D. (1990)",0.001,,1450,gl-ol,53.43,,9.16,2.83,0.191,20.99,9.08,,,,,0.39,96.08,8.944,5.72002,5.72002,8.944,0
14,"Agee, C.B., and Walker, D. (1990)",0.001,,1450,gl-ol,53.19,,9.6,6.26,0.187,18.64,9.68,,,,,0.318,97.895,8.752,5.59666,5.59666,8.752,0
15,"Agee, C.B., and Walker, D. (1990)",0.001,,1400,gl-ol,51.74,,9.94,7.83,0.191,16.6,10.03,,,,,0.257,96.61,7.592,4.85136,4.85136,7.592,0
16,"Agee, C.B., and Walker, D. (1990)",0.001,,1300,gl-ol,51.85,,11.83,9.54,0.174,10.95,10.79,,,,,0.117,95.29,7.68,4.9079,4.9079,7.68,0
17,"Agee, C.B., and Walker, D. (1990)",0.001,,1300,gl-ol,53.19,,11.88,9.48,0.167,12.08,12.08,,,,,0.152,99.07,8.752,5.59666,5.59666,8.752,0
22,"Agee, C.B., and Walker, D. (1990)",0.001,,1524,gl-ol,49.87,,8.03,9.9,0.176,23.09,8.1,,,,,0.291,99.49,6.096,3.89018,3.89018,6.096,0
ADC-6,"Agee, C.B., and Walker, D. (1990)",0.001,,1395,gl-ol,49.18,,10.58,9.72,0.185,16.81,10,,,,,0.268,96.778,5.544,3.53552,3.53552,5.544,0
500B-19,"Fram, M.S., Longhi, J. (1992)",10,,1220,gl-cp-pl,55.01,1.38,14.74,9.56,0.17,3.52,8.48,3.76,1.66,0.62,,0.01,98.91,10.208,6.53214,1.11214,4.788,5.42
500B-22,"Fram, M.S., Longhi, J. (1992)",10,,1385,gl-pl,55.71,0.39,22.73,3.44,0.07,1.53,9.51,4.66,0.97,0.22,,,99.24,10.768,6.89194,1.26194,5.138,5.63
500B-30,"Fram, M.S., Longhi, J. (1992)",20,,1400,gl-pl,55.59,0.58,22.57,3.47,0.06,1.44,9.32,4.52,0.99,0.16,,0.02,98.72,10.672,6.83026,1.32026,5.162,5.51
500B-32,"Fram, M.S., Longhi, J. (1992)",20,,1325,gl-cp-pl,55.67,1.05,18.93,6.39,0.1,2.4,9.05,4.07,1.41,0.27,,0.01,99.35,10.736,6.87138,1.39138,5.256,5.48
500B-43,"Fram, M.S., Longhi, J. (1992)",7,,1370,gl-pl,55.31,0.5,23.09,3.43,0.05,1.45,9.51,4.8,0.92,0.24,,0.01,99.31,10.448,6.68634,0.96634,4.728,5.72
500B-46,"Fram, M.S., Longhi, J. (1992)",0.001,,1125,gl-cp-pl-ox,57,1.42,14.41,9.9,0.17,3.41,7.3,3.69,2.08,1.01,,0.01,100.39,11.8,7.555,1.785,6.03,5.77
500B-48,"Fram, M.S., Longhi, J. (1992)",0.001,,1355,gl-pl,57.1,0.71,22.85,2.19,0.08,1.4,9.07,4.76,0.89,0.16,,0.01,99.22,11.88,7.6064,1.9564,6.23,5.65
HLCA-6,"Fram, M.S., Longhi, J. (1992)",0.001,,1175,gl-ol-pl,50.6,1.95,16.11,12.69,0.2,6.8,8.51,3.09,0.48,0.18,,0.04,100.65,6.68,4.2654,0.6954,3.11,3.57
HLCA-10,"Fram, M.S., Longhi, J. (1992)",10,,1275,gl-pl,49.99,1.91,17.41,11.05,0.16,6.68,8.71,2.92,0.46,0.13,,0.02,99.45,6.192,3.95186,0.57186,2.812,3.38
HLCA-15,"Fram, M.S., Longhi, J. (1992)",15,,1300,gl-cp-pl,49.99,2.08,18.47,11.26,0.14,5.58,8.03,3.4,0.52,0.18,,0.01,99.65,6.192,3.95186,0.03186,2.272,3.92
HLCA-27,"Fram, M.S., Longhi, J. (1992)",15,,1320,gl-cp,50.44,1.95,17.82,10.74,0.16,5.82,8.55,3.37,0.49,0.18,,0.02,99.53,6.552,4.18316,0.32316,2.692,3.86
HLCA-28,"Fram, M.S., Longhi, J. (1992)",13,,1260,gl-cp-pl,50.59,2.18,17.98,11.63,0.13,5.81,8.23,3.14,0.56,0.22,,0.03,100.51,6.672,4.26026,0.56026,2.972,3.7
HLCA-31,"Fram, M.S., Longhi, J. (1992)",13,,1290,gl-cp,49.69,1.98,18.05,11.13,0.14,5.92,8.38,3.34,0.47,0.18,,0.02,99.29,5.952,3.79766,-0.01234,2.142,3.81
HLCA-43,"Fram, M.S., Longhi, J. (1992)",7,,1250,gl-pl,50.41,1.87,17.26,11.12,0.15,6.73,8.65,3.12,0.49,0.16,,0.05,100.01,6.528,4.16774,0.55774,2.918,3.61
HLCA-46,"Fram, M.S., Longhi, J. (1992)",0.001,,1228,gl-pl,51.12,1.91,18.2,7.67,0.18,7.37,9.02,2.56,0.34,0.44,,0.04,98.85,7.096,4.53268,1.63268,4.196,2.9
PSU-17,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1188,gl,46.4,3.36,15,10.7,0.16,6.92,10.6,3.62,1.51,1.08,,,99.35,3.32,2.1066,-3.0234,-1.81,5.13
PSU-15,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1174,gl-ol,46.4,3.52,15.5,10.9,,6.53,10.2,3.61,1.54,1.05,,,99.25,3.32,2.1066,-3.0434,-1.83,5.15
STAN-10,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1150,gl-ol-pl,46.5,3.56,15,10.5,0.15,5.77,10.8,3.69,1.39,1.05,,,98.41,3.4,2.158,-2.922,-1.68,5.08
STAN-9,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1126,gl-ol-cp-pl,45.8,4.33,14.1,11.7,0.17,4.9,10.5,3.98,1.7,1.36,,,98.54,2.84,1.7982,-3.8818,-2.84,5.68
SI-1,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1123,gl-ol-cp-pl,45.6,5.09,14.3,12.2,,4.7,9.38,4.2,2.01,1.43,,,98.91,2.68,1.6954,-4.5146,-3.53,6.21
PSU-8,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1100,gl-ol-cp-pl,46.1,5.09,13.4,13.3,0.22,4.31,10.1,3.5,2.08,1.61,,,99.71,3.08,1.9524,-3.6276,-2.5,5.58
PSU-6,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1097,gl-ol-cp-pl,45.2,5.05,13.4,12.5,0.14,4.21,9.29,3.99,2.1,1.61,,,97.49,2.36,1.4898,-4.6002,-3.73,6.09
PSU-10,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1076,gl-ol-cp-pl-ox,47.9,4.55,14.6,11.7,0.28,3.69,8.47,4.36,2.82,2.03,,,100.4,4.52,2.8776,-4.3024,-2.66,7.18
PSU-5,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1075,gl-ol-cp-pl-ox,49,3.47,15.6,8.93,0.26,3.27,7.11,4.52,3.69,2.26,,,98.1,5.4,3.443,-4.767,-2.81,8.21
PSU-12,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1055,gl-ol-cp-pl-ox,50.5,2.77,15.8,8.16,0.07,3.41,6.04,5.19,3.96,3.05,,,98.95,6.6,4.214,-4.936,-2.55,9.15
ta-892,"Mahood, G.A., Baker, D.R. (1986)",8,0.03,1150,gl-cp,45.1,3.91,15.7,11.4,0.21,5.6,9.25,3.97,1.62,1.23,,,97.99,2.28,1.4384,-4.1516,-3.31,5.59
Ia-909,"Mahood, G.A., Baker, D.R. (1986)",8,0.03,1125,gl-ol-cp-pl,45.2,4.75,15.2,12.7,0.17,4.66,8.04,4.37,2.29,1.43,,,98.8,2.36,1.4898,-5.1702,-4.3,6.66
Ia-919,"Mahood, G.A., Baker, D.R. (1986)",8,0.03,1100,gl-ol-cp-pl-ox,46.8,4.03,15.9,11.2,0.16,3.81,6.61,5.05,3.42,1.65,,,98.63,3.64,2.3122,-6.1578,-4.83,8.47
Ia-948,"Mahood, G.A., Baker, D.R. (1986)",8,0.03,1100,gl-ol-cp-pl,44.6,4.81,15,13.5,0.2,4.38,8.11,4.49,2.39,1.87,,,99.35,1.88,1.1814,-5.6986,-5,6.88
PSU-18,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1188,gl,48.8,2.52,16,10.4,,6.59,10.7,3.17,0.97,0.79,,,99.94,5.24,3.3402,-0.7998,1.1,4.14
PSU-16,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1174,gl-ol-pl,49,2.58,15.3,10.2,,6.5,10.7,3.3,1.07,0.85,,,99.5,5.4,3.443,-0.927,1.03,4.37
SI-2,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1123,gl-ol-cp-pl,47.8,4.39,13.2,13.2,,4.48,9.17,3.75,1.77,1.36,,,99.1,4.44,2.8262,-2.6938,-1.08,5.52
SI-13,"Mahood, G.A., Baker, D.R. (1986)",0.001,,1091,gl-ol-cp-pl-ox,48.5,4.32,13.3,13.5,,3.7,8.35,4.11,2.45,1.88,,,100.1,5,3.186,-3.374,-1.56,6.56
B/12,"Barnes, S.J. (1986)",0.001,,1314,gl-ol-sp,57.14,0.95,11.56,8.14,,11.63,6.52,2.08,0.62,,,0.18,98.82,11.912,7.62696,4.92696,9.212,2.7
B/2,"Barnes, S.J. (1986)",0.001,,1281,gl-ol-sp,54.18,1.01,11.03,8.5,,16.14,5.96,2.14,0.69,,,0.18,99.83,9.544,6.10552,3.27552,6.714,2.83
B/25,"Barnes, S.J. (1986)",0.001,,1161,gl-ol-sp,59.73,1.72,13.29,8.51,,5.6,7.86,1.83,0.73,,,0.05,99.32,13.984,8.95822,6.39822,11.424,2.56
B/3,"Barnes, S.J. (1986)",0.001,,1257,gl-ol-sp,56.66,1.24,13.9,7.71,,9.51,7.5,1.69,0.71,,,0.4,99.32,11.528,7.38024,4.98024,9.128,2.4
B/9,"Barnes, S.J. (1986)",0.001,,1320,gl-ol-sp,55.46,1.24,10.64,10.14,,13.02,6.61,1.76,0.51,,,0.23,99.61,10.568,6.76344,4.49344,8.298,2.27
B/l,"Barnes, S.J. (1986)",0.001,,1323,gl-ol-sp,54.64,1.14,12.57,8.85,,12.09,6.7,2.06,0.67,,,0.17,98.89,9.912,6.34196,3.61196,7.182,2.73
A/25,"Barnes, S.J. (1986)",0.001,,1330,gl,56.64,0.03,11.56,7.42,,14.78,6.82,0.84,0.49,,,0.63,99.21,11.512,7.36996,6.03996,10.182,1.33
1,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1191,gl,48.5,0.86,13.5,11.033648,0.24,7.5,12.7,2.32,2.13,0.4,,,99.36,5,3.186,-1.264,0.55,4.45
2,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1172,gl-ol,48.4,0.83,13.5,10.977636,0.22,7.04,12.2,2.42,2.22,0.41,,,98.4,4.92,3.1346,-1.5054,0.28,4.64
3,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1155,gl-ol-cp,48.3,0.9,14.8,10.881644,0.22,6.11,11.7,2.7,2.45,0.49,,,98.73,4.84,3.0832,-2.0668,-0.31,5.15
4,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1136,gl-ol-cp,48.3,0.91,15.5,11.018638,0.23,5.37,10.9,3.03,2.74,0.5,,,98.71,4.84,3.0832,-2.6868,-0.93,5.77
6,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1127,gl-ol-cp-pl,47.7,0.98,15.6,11.783588,0.23,4.69,10.3,3.3,2.86,0.56,,,98.21,4.36,2.7748,-3.3852,-1.8,6.16
7,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1119,gl-ol-cp-pl-sp,40,0.95,15.7,11.161604,0.22,4.37,9.3,3.48,3.43,0.62,,,89.43,-1.8,-1.183,-8.093,-8.71,6.91
8,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1109,gl-ol-cp-pl-sp,48.2,0.99,15.5,11.645612,0.24,4.53,10.1,3.47,3.34,0.62,,,98.82,4.76,3.0318,-3.7782,-2.05,6.81
11,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1137,gl-ol-cp-pl,49.4,1,15.3,11.568598,0.21,4.94,10.4,2.83,2.9,0.52,,,99.28,5.72,3.6486,-2.0814,-0.01,5.73
12,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1135,gl-ol-cp-pl,49.5,1,15.3,11.597536,0.22,4.59,9.8,3.05,3.15,0.48,,,98.92,5.8,3.7,-2.5,-0.4,6.2
13,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1135,gl-ol-cp-pl-sp,49.9,1.04,15.4,11.19443,0.23,4.59,9.1,3.22,3.37,0.52,,,98.85,6.12,3.9056,-2.6844,-0.47,6.59
14,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",0.001,,1115,gl-ol-cp-pl-sp,51.6,0.79,16.9,8.796534,0.26,3.56,7.4,4.14,4.66,0.79,,,99.13,7.48,4.7794,-4.0206,-1.32,8.8
4,Thy 1991,0.001,,1242,gl-ol-sp,47.34,1.83,14.99,11.2,0.19,9.37,10.85,2.49,0.37,0.17,,,98.8,4.072,2.58976,-0.27024,1.212,2.86
14,Thy 1991,0.001,,1238,gl-ol,47.2,1.9,15.09,11.1,0.17,9.27,10.86,2.54,0.35,0.21,,,98.69,3.96,2.5178,-0.3722,1.07,2.89
11,Thy 1991,0.001,,1235,gl-ol-sp,47.53,1.78,15.25,11.05,0.18,9.38,10.84,2.57,0.35,0.2,,,99.14,4.224,2.68742,-0.23258,1.304,2.92
12,Thy 1991,0.001,,1235,gl-ol-sp,47.24,1.84,15.11,11.24,0.21,9.42,10.76,2.54,0.37,0.21,,,98.91,3.992,2.53836,-0.37164,1.082,2.91
10,Thy 1991,0.001,,1225,gl-ol-sp,47.97,1.9,15.49,11.32,0.19,8.86,10.75,2.78,0.37,0.21,,,99.78,4.576,2.91358,-0.23642,1.426,3.15
15,Thy 1991,0.001,,1218,gl-ol-sp,48.03,1.83,15.6,11.15,0.2,8.15,11.06,3,0.39,0.19,,,99.67,4.624,2.94442,-0.44558,1.234,3.39
9,Thy 1991,0.001,,1208,gl-ol-sp,47.7,1.83,15.82,11.13,0.17,8.66,11,2.88,0.38,0.21,,,99.78,4.36,2.7748,-0.4852,1.1,3.26
8,Thy 1991,0.001,,1201,gl-ol-sp,47.32,2.01,15.69,11.31,0.21,7.77,11.38,2.9,0.37,0.24,,,99.22,4.056,2.57948,-0.69052,0.786,3.27
23,Thy 1991,0.001,,1199,gl-ol-sp,47.37,1.95,15.83,11.07,0.2,7.78,11.43,2.89,0.38,0.22,,,99.12,4.096,2.60518,-0.66482,0.826,3.27
6,Thy 1991,0.001,,1193,gl-ol-sp,47.79,1.85,15.95,11.1,0.19,7.5,11.33,2.97,0.39,0.22,,,99.29,4.432,2.82106,-0.53894,1.072,3.36
24,Thy 1991,0.001,,1184,gl-ol-sp,48.04,2.01,16.21,10.81,0.21,7.05,11.66,3.13,0.37,0.24,,,99.73,4.632,2.94956,-0.55044,1.132,3.5
16,Thy 1991,0.001,,1180,gl-ol-pl-sp,47.98,2.19,14.98,11.44,0.18,6.55,11.93,3.02,0.53,0.21,,,99,4.584,2.91872,-0.63128,1.034,3.55
13,Thy 1991,0.001,,1176,gl-ol-pl-sp,47.59,2.01,16.01,10.92,0.21,7.15,11.41,3.18,0.44,0.23,,,99.15,4.272,2.71826,-0.90174,0.652,3.62
32,Thy 1991,0.001,,1174,gl-ol-pl,47.48,2.27,14.85,11.19,0.22,6.73,11.44,3.34,0.48,0.26,,,98.26,4.184,2.66172,-1.15828,0.364,3.82
5,Thy 1991,0.001,,1169,gl-ol-pl-sp,47.52,2.28,14.74,11.87,0.21,6.65,11.42,3.2,0.51,0.26,,,98.66,4.216,2.68228,-1.02772,0.506,3.71
21,Thy 1991,0.001,,1162,gl-ol-pl-sp,47.52,2.35,15.11,11.8,0.22,6.25,11.64,3.15,0.5,0.27,,,98.81,4.216,2.68228,-0.96772,0.566,3.65
33,Thy 1991,0.001,,1131,gl-ol-cp-pl,47.62,4.3,12.4,14.07,0.26,4.97,10.63,3.36,0.82,0.55,,,98.98,4.296,2.73368,-1.44632,0.116,4.18
27,Thy 1991,0.001,,1130,gl-ol-cp-pl-sp,47.44,4.02,13.07,13.98,0.29,5.55,11.01,3.58,0.71,0.5,,,100.16,4.152,2.64116,-1.64884,-0.138,4.29
18,Thy 1991,0.001,,1124,gl-ol-cp-pl-sp,47.17,3.42,12.77,13.59,0.25,5.32,11.71,3.25,0.71,0.43,,,98.62,3.936,2.50238,-1.45762,-0.024,3.96
26,Thy 1991,0.001,,1118,gl-ol-cp-pl-sp,47.54,4.57,13.2,13.59,0.23,4.8,9.16,3.63,1.16,0.61,,,98.49,4.232,2.69256,-2.09744,-0.558,4.79
19,Thy 1991,0.001,,1110,gl-ol-cp-pl-sp,47.57,4.37,12.22,14.21,0.27,4.14,10.16,3.37,1.08,0.63,,,98.02,4.256,2.70798,-1.74202,-0.194,4.45
26,Thy 1991,20,,1340,gl-cp-sp,45.53,2.18,16.99,12.61,0.2,7.05,8.31,4.4,0.66,0.3,,,98.23,2.624,1.65942,-3.40058,-2.436,5.06
15,Thy 1991,20,,1320,gl-cp,46.51,2.38,18.82,11.55,0.17,5.84,7.94,4.7,0.67,0.4,,,98.98,3.408,2.16314,-3.20686,-1.962,5.37
41,Thy 1991,17.5,,1310,gl-cp-sp,45.87,2.27,17.22,13.42,0.19,6.7,8.8,4.1,0.57,0.35,,,99.49,2.896,1.83418,-2.83582,-1.774,4.67
48,Thy 1991,17.5,,1290,gl-cp-sp,45.95,2.43,17.92,11.9,0.2,5.95,8.12,4.28,0.7,0.36,,,97.2,2.96,1.8753,-3.1047,-2.02,4.98
54,Thy 1991,17.5,,1250,gl-cp-sp,47.69,2.43,17.6,13.4,0.17,4.41,6.59,5.65,0.85,0.41,,,99.2,4.352,2.76966,-3.73034,-2.148,6.5
34,Thy 1991,15,,1320,gl-cp,48.04,2.25,17.26,8.42,0.16,8.43,10.2,3.58,0.56,0.28,,,99.18,4.632,2.94956,-1.19044,0.492,4.14
28,Thy 1991,15,,1310,gl-cp,48.38,2.32,17.72,7.72,0.16,8.13,10.13,3.98,0.6,0.28,,,99.42,4.904,3.12432,-1.45568,0.324,4.58
35,Thy 1991,15,,1270,gl-cp,48.02,2.25,18.05,10.26,0.19,7.29,9.19,3.72,0.61,0.31,,,99.89,4.616,2.93928,-1.39072,0.286,4.33
38,Thy 1991,15,,1230,gl-cp-pl-sp,46.18,2.34,17.22,13.39,0.18,4.98,7.92,5.37,0.62,0.34,,,99.07,3.144,1.99352,-3.99648,-2.846,5.99
46,Thy 1991,12.5,,1300,gl-ol,48.89,1.96,15.08,9.63,0.18,9.63,10.96,3.2,0.4,0.21,,,100.14,5.312,3.38646,-0.21354,1.712,3.6
43,Thy 1991,12.5,,1280,gl-ol,47.14,2.08,15.3,10.97,0.22,8.23,10.82,3.4,0.41,0.22,,,98.79,3.912,2.48696,-1.32304,0.102,3.81
45,Thy 1991,12.5,,1260,gl-ol-cp,47.85,2.16,16.61,11.75,0.18,7.3,9.6,3.76,0.47,0.29,,,99.97,4.48,2.8519,-1.3781,0.25,4.23
47,Thy 1991,12.5,,1240,gl-ol-cp-pl,45.85,2.85,16.88,13.85,0.24,5.24,8.28,4.88,0.77,0.46,,,99.3,2.88,1.8239,-3.8261,-2.77,5.65
12,Thy 1991,10,,1280,gl-ol,48.47,1.91,15.87,8.91,0.2,8.29,11.26,3.4,0.45,0.24,,,99,4.976,3.17058,-0.67942,1.126,3.85
20,Thy 1991,10,,1270,gl-ol,47.67,1.89,16.07,10.3,0.2,7.05,11.12,3.51,0.44,0.23,,,98.48,4.336,2.75938,-1.19062,0.386,3.95
