Experiment,Reference,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Cr2O3,Total,Alk Line,Sub line,Alkalinity (S),Alkalinity (A),Na2O+K2O
AH6,Husen2016,1.05,,1125,gl-ol-cp-pl,47.81,1.6,15.06,13.85,0.25,6.04,11.74,3.4,0.25,0,0.37,0.04,100.41,4.448,2.83134,-0.81866,0.798,3.65
AH6,Husen2016,1.05,,1135,gl-ol-cp-pl,48.39,1.33,15.33,12.23,0.23,6.94,12.14,3.22,0.18,0,0.54,0.01,100.54,4.912,3.12946,-0.27054,1.512,3.4
AH6,Husen2016,1.08,,1155,gl-ol-cp-pl,48.22,1.35,14.9,12.76,0.23,6.78,12.5,2.99,0.18,0.1,0.59,0.04,100.64,4.776,3.04208,-0.12792,1.606,3.17
AH6,Husen2016,1.04,,1175,gl-ol-cp-pl,48.37,0.94,16.32,9.13,0.2,7.99,13.9,2.43,0.11,0,0.71,0.04,100.14,4.896,3.11918,0.57918,2.356,2.54
AH6,Husen2016,2.05,,1125,gl-ol-cp-pl,48.88,1.47,16.01,13.02,0.24,6.24,10.91,3.03,0.21,0,0.59,0.03,100.63,5.304,3.38132,0.14132,2.064,3.24
AH6,Husen2016,2.03,,1175,gl-ol-cp-pl-sp,47.83,1.27,15.71,11.14,0.25,7.36,12.73,2.79,0.13,0,0.59,0.04,99.84,4.464,2.84162,-0.07838,1.544,2.92
AH6,Husen2016,2.02,,1200,gl,47.88,0.86,16.79,8.84,0.2,8.56,13.74,2.25,0.1,0,0.74,0.06,100.02,4.504,2.86732,0.51732,2.154,2.35
AH6,Husen2016,4.01,,1125,gl-ol-cp-pl-ox,47.39,1.94,16.32,15.11,0.3,5.32,9.77,3.51,0.34,0,0.59,0.02,100.61,4.112,2.61546,-1.23454,0.262,3.85
AH6,Husen2016,3.97,,1150,gl-ol-cp-pl-ox,47.54,2.15,15.41,14.81,0.29,5.99,10.05,3.16,0.39,0.19,0.59,0.02,100.59,4.232,2.69256,-0.85744,0.682,3.55
AH6,Husen2016,4.01,,1175,gl-ol-cp-pl-ox,47.03,1.24,16.21,12.4,0.19,7.41,11.67,2.74,0.14,0,0.59,0.03,99.65,3.824,2.43042,-0.44958,0.944,2.88
AH6,Husen2016,4.02,,1200,gl-ol-cp-pl,47.32,1.11,16.52,11.2,0.26,7.62,12,2.72,0.13,0,0.59,0,99.47,4.056,2.57948,-0.27052,1.206,2.85
AH3,Husen2016,1.02,,1100,gl-ol-cp-pl,48.63,2.25,14.43,14.31,0.24,5.63,10.84,3.36,0.31,0,0.43,0,100.43,5.104,3.25282,-0.41718,1.434,3.67
AH3,Husen2016,1.05,,1125,gl-ol-cp-pl,49.3,2,14.82,12.89,0.24,5.89,11.37,3.2,0.27,0,0.48,0,100.46,5.64,3.5972,0.1272,2.17,3.47
AH3,Husen2016,1.05,,1135,gl-ol-cp-pl,49.8,1.57,15.79,10.33,0.22,6.68,12.38,3.03,0.21,0,0.55,0,100.56,6.04,3.8542,0.6142,2.8,3.24
AH3,Husen2016,1.08,,1155,gl-ol-cp-pl,49.61,1.56,15.17,10.62,0.18,7.24,12.61,2.67,0.2,0.14,0.51,0,100.51,5.888,3.75654,0.88654,3.018,2.87
AH3,Husen2016,1.04,,1175,gl,49.26,1.38,15.53,9.71,0.22,7.74,12.55,2.66,0.18,0,0.7,0,99.93,5.608,3.57664,0.73664,2.768,2.84
AH3,Husen2016,2.02,,1075,gl-ol-cp-pl,48.4,2.9,14.65,15.37,0.3,4.73,9.84,3.39,0.42,0,0.48,0,100.48,4.92,3.1346,-0.6754,1.11,3.81
AH3,Husen2016,2.01,,1100,gl-ol-cp-pl,48.56,2.64,14.7,15.29,0.26,5.04,9.53,3.2,0.37,0.42,0.26,0,100.27,5.048,3.21684,-0.35316,1.478,3.57
AH3,Husen2016,2.05,,1125,gl-ol-cp-pl,49.57,1.93,15.66,12.46,0.24,5.88,10.86,3.12,0.28,0,0.75,0,100.75,5.856,3.73598,0.33598,2.456,3.4
AH3,Husen2016,2.04,,1150,gl,49.66,1.43,15.65,9.95,0.23,7.78,12.55,2.54,0.19,0,0.9,0,100.88,5.928,3.78224,1.05224,3.198,2.73
AH3,Husen2016,4.01,,1100,gl,47.97,2.84,15.29,15.42,0.29,4.93,9.19,3.24,0.45,0.39,0.55,0,100.56,4.576,2.91358,-0.77642,0.886,3.69
AH3,Husen2016,4.01,,1125,gl-ol-cp-pl,48.21,2.39,15.31,15.27,0.27,5.43,9.41,3.33,0.38,0,0.55,0,100.55,4.768,3.03694,-0.67306,1.058,3.71
AH3,Husen2016,3.97,,1150,gl-ol-cp-pl,47.7,2.35,14.95,15.34,0.21,5.87,9.89,3.13,0.32,0.2,0.37,0,100.33,4.36,2.7748,-0.6752,0.91,3.45
AH3,Husen2016,4.01,,1175,gl-cp-pl,48.4,1.61,15.93,11.36,0.23,7.06,11.25,2.91,0.19,0,0.63,0,99.57,4.92,3.1346,0.0346,1.82,3.1
AH3,Husen2016,4.02,,1200,gl-cp,48.23,1.44,15.49,10.5,0.24,7.68,12.07,2.69,0.17,0,0.55,0,99.06,4.784,3.04722,0.18722,1.924,2.86
AH5,Husen2016,1.02,,1100,gl-cp-pl,49.74,2.24,14.26,14.18,0.37,5.58,10.31,3.06,0.25,0,0.63,0,100.62,5.992,3.82336,0.51336,2.682,3.31
AH5,Husen2016,1.05,,1125,gl-cp,50.14,1.97,14.44,12.72,0.41,5.9,11.13,3.07,0.23,0,0.73,0,100.74,6.312,4.02896,0.72896,3.012,3.3
AH5,Husen2016,1.05,,1135,gl-cp,50.61,1.95,13.91,11.84,0.38,6.44,11.84,2.8,0.22,0,0.82,0,100.81,6.688,4.27054,1.25054,3.668,3.02
AH5,Husen2016,1.08,,1155,gl,50.24,1.95,13.66,12.42,0.37,6.63,11.68,2.62,0.21,0.19,0.57,0,100.54,6.392,4.08036,1.25036,3.562,2.83
AH5,Husen2016,2.02,,1075,gl-ol-cp-pl,49.88,2.68,14.22,15.46,0.47,4.52,9.22,3.22,0.33,0,0.79,0,100.79,6.104,3.89532,0.34532,2.554,3.55
AH5,Husen2016,2.01,,1100,gl-ol-cp-pl,49.06,2.56,13.67,15.79,0.46,5.09,9.59,3.08,0.28,0.42,0.63,0,100.63,5.448,3.47384,0.11384,2.088,3.36
AH5,Husen2016,2.05,,1125,gl-cp,50.66,2.04,15.05,12.58,0.38,5.32,10.75,2.97,0.25,0,0.94,0,100.94,6.728,4.29624,1.07624,3.508,3.22
AH5,Husen2016,2.04,,1150,gl,51.28,2,13.89,11.16,0.4,6.55,11.85,2.64,0.23,0,1.12,0,101.12,7.224,4.61492,1.74492,4.354,2.87
AH5,Husen2016,4.01,,1100,gl-cp-pl,49.25,2.98,14.36,16.37,0.46,4.67,8.46,3.06,0.37,0,0.69,0,100.67,5.6,3.5715,0.1415,2.17,3.43
AH5,Husen2016,3.97,,1150,gl-cp-pl,49.44,2.31,14.31,14.46,0.43,5.41,10.08,3.04,0.25,0.25,0.76,0,100.74,5.752,3.66916,0.37916,2.462,3.29
AH5,Husen2016,4.01,,1175,gl-cp,49.18,1.98,13.58,12.53,0.39,6.28,11.38,2.82,0.2,0,0.71,0,99.05,5.544,3.53552,0.51552,2.524,3.02
Y0141-1,"Neave et al., 2019 (HAL)",3,,1260,gl- Cr - sp,49.84,0.66,15.86,8.8,0.17,10.12,13.57,1.5,0.07,0.22,0.38,0.39,101.2,6.072,3.87476,2.30476,4.502,1.57
Y0142-3,"Neave et al., 2019 (HAL)",3,,1240,gl-ol-Cr-Sp,49.69,0.66,15.96,8.87,0.17,9.79,13.84,1.52,0.07,0.13,0.43,0.07,100.77,5.952,3.79766,2.20766,4.362,1.59
Y0145-4,"Neave et al., 2019 (HAL)",3,,1220,gl-ol-Cr-Sp,50.15,0.67,16.35,8.4,0.16,9.44,13.69,1.46,0.07,0.15,,0.06,100.6,6.32,4.0341,2.5041,4.79,1.53
Y0166-6,"Neave et al., 2019 (HAL)",3,,1200,gl-ol-cp-pl,50.37,0.87,16.07,9.86,0.16,8.43,12.83,1.7,0.09,0.19,,0.03,100.61,6.496,4.14718,2.35718,4.706,1.79
Y0174-12,"Neave et al., 2019 (HAL)",3,,1180,gl-ol-cp-pl,49.47,1.09,15.58,12.6,0.27,7.56,11.63,1.84,0.13,0.18,,0.02,100.36,5.776,3.68458,1.71458,3.806,1.97
Y0175-10,"Neave et al., 2019 (HAL)",3,,1160,gl-ol-cp-pl,49.91,1.21,15.44,13.1,0.22,6.95,11.06,2.03,0.16,0.16,,0.02,100.25,6.128,3.91074,1.72074,3.938,2.19
Y0188-10,"Neave et al., 2019 (HAL)",3,,1140,gl-ol-cp-pl-Ca.cpx,48.92,1.53,15.09,13.65,0.27,6.55,10.28,2.26,0.24,0.41,,0.01,99.2,5.336,3.40188,0.90188,2.836,2.5
Y0210-8,"Neave et al., 2019 (HAL)",3,,1180,gl-cp-pl,49.48,1.01,15.51,11.88,0.19,7.74,11.46,1.83,0.12,0.12,,0.01,99.22,5.784,3.68972,1.73972,3.834,1.95
Y0212-10,"Neave et al., 2019 (HAL)",3,,1160,gl-cp-pl-Ca.cpx,48.7,1.29,14.77,14.17,0.18,6.93,10.73,1.92,0.16,0.12,,0,98.86,5.16,3.2888,1.2088,3.08,2.08
Y0214-11,"Neave et al., 2019 (HAL)",3,,1140,gl-cp-pl-Ca.cpx,48.19,1.76,13.64,16.02,0.24,6.08,10.03,1.89,0.22,0.17,,0,98.07,4.752,3.02666,0.91666,2.642,2.11
Y0267-1,"Neave et al., 2019 (HAL)",3,,1260,gl,49.6,0.68,15.85,8.64,0.16,10.14,13.39,1.45,0.07,0.09,0.09,0.1,100.17,5.88,3.7514,2.2314,4.36,1.52
Y0226-1,"Neave et al., 2019 (HAL)",3,,1240,gl-ol,49.53,0.67,16.01,8.69,0.18,9.74,13.62,1.5,0.08,0.07,,0.08,100.17,5.824,3.71542,2.13542,4.244,1.58
Y0218-1,"Neave et al., 2019 (HAL)",3,,1220,gl-ol-pl,49.9,0.71,15.58,8.58,0.19,9.06,13.8,1.49,0.09,0.09,,0.09,99.46,6.12,3.9056,2.3256,4.54,1.58
Y0216-1,"Neave et al., 2019 (HAL)",3,,1200,gl-ol-cp-pl,50.23,0.93,15.15,10.53,0.2,8.04,12.8,1.79,0.11,0.14,,0.05,99.98,6.384,4.07522,2.17522,4.484,1.9
Y0206-1,"Neave et al., 2019 (HAL)",3,,1180,gl-ol-cp-pl,48.82,1.45,13.46,12.79,0.25,7.32,11.84,1.87,0.17,0.22,,0.04,98.22,5.256,3.35048,1.31048,3.216,2.04
Y0200-1,"Neave et al., 2019 (HAL)",3,,1160,gl-ol-cp-pl,46.65,2.43,12.56,14.81,0.31,6.33,10.67,1.83,0.24,0.51,,0.05,96.38,3.52,2.2351,0.1651,1.45,2.07
Y0141-2,"Neave et al., 2019 (STA)",3,,1260,gl,49.35,1.53,13.58,10.97,0.17,10.47,11.88,1.88,0.21,0.33,0.44,0.15,100.51,5.68,3.6229,1.5329,3.59,2.09
Y0142-6,"Neave et al., 2019 (STA)",3,,1240,gl-ol,48.92,1.56,13.96,11.11,0.15,9.79,12.01,1.97,0.21,0.22,0.35,0.06,99.97,5.336,3.40188,1.22188,3.156,2.18
Y0145-5,"Neave et al., 2019 (STA)",3,,1220,gl-ol,49.88,1.57,14.22,10.38,0.2,9.21,12.28,1.94,0.22,0.21,,0.07,100.18,6.104,3.89532,1.73532,3.944,2.16
Y0166-9,"Neave et al., 2019 (STA)",3,,1200,gl-ol-cp,49.83,1.62,14.71,11.01,0.17,8.45,12.21,2.11,0.24,0.25,,0.05,100.64,6.064,3.86962,1.51962,3.714,2.35
Y0174-10,"Neave et al., 2019 (STA)",3,,1180,gl-ol-cp,49.45,1.7,15.56,11.59,0.2,7.63,11.61,2.23,0.24,0.21,,0.03,100.46,5.76,3.6743,1.2043,3.29,2.47
Y0175-11,"Neave et al., 2019 (STA)",3,,1160,gl-ol-cp-pl,49.13,1.89,15.31,12.83,0.23,7.04,11,2.42,0.31,0.23,,0.04,100.44,5.504,3.50982,0.77982,2.774,2.73
Y0188-11,"Neave et al., 2019 (STA)",3,,1140,gl-ol-cp-pl-Ca.cpx,48.5,2.38,14.55,13.76,0.21,6.3,9.78,2.41,0.37,0.36,,0.01,98.28,5,3.186,0.406,2.22,2.78
Y0210-6,"Neave et al., 2019 (STA)",3,,1180,gl-cp,49.15,1.55,15.17,11.67,0.18,7.6,11.61,2.18,0.24,0.23,,0,99.36,5.52,3.5201,1.1001,3.1,2.42
Y0212-12,"Neave et al., 2019 (STA)",3,,1160,gl-ol-pl,48.35,1.86,14.77,13.08,0.17,7.17,10.52,2.28,0.28,0.35,,0,98.48,4.88,3.1089,0.5489,2.32,2.56
Y0214-9,"Neave et al., 2019 (STA)",3,,1140,gl-cp-pl-Ca.cpx,47.46,2.34,14.02,14.93,0.19,6.3,9.88,2.35,0.37,0.46,,0,97.84,4.168,2.65144,-0.06856,1.448,2.72
Y0267-2,"Neave et al., 2019 (STA)",3,,1260,gl-ol,49.19,1.5,13.68,10.69,0.18,10.3,11.86,1.9,0.22,0.21,0.1,0.09,99.81,5.552,3.54066,1.42066,3.432,2.12
Y0226-2,"Neave et al., 2019 (STA)",3,,1240,gl-ol,49.26,1.56,13.99,10.75,0.18,9.27,12.19,1.99,0.21,0.21,,0.08,99.68,5.608,3.57664,1.37664,3.408,2.2
Y0218-2,"Neave et al., 2019 (STA)",3,,1220,gl-ol,49.69,1.56,14.28,10.4,0.2,8.7,12.47,2.16,0.23,0.22,,0.08,99.77,5.952,3.79766,1.40766,3.562,2.39
Y0216-2,"Neave et al., 2019 (STA)",3,,1200,gl-ol-cp,49.9,1.64,14.97,10.27,0.2,7.84,12.39,2.14,0.23,0.21,,0.07,99.64,6.12,3.9056,1.5356,3.75,2.37
Y0206-2,"Neave et al., 2019 (STA)",3,,1180,gl-ol-cp-pl,49.45,2.34,14.26,12.4,0.22,6.7,11.3,2.26,0.32,0.32,,0.03,99.6,5.76,3.6743,1.0943,3.18,2.58
Y0200-2,"Neave et al., 2019 (STA)",3,,1160,gl-ol-cp-pl,48.67,3.21,13.29,14.16,0.26,5.91,10.4,2.32,0.42,0.5,,0.03,99.17,5.136,3.27338,0.53338,2.396,2.74
Y0204-2,"Neave et al., 2019 (STA)",3,,1140,gl-ol-cp-pl,46.65,4.21,12.04,14.94,0.26,5.41,9.86,2.26,0.6,0.75,,0.02,96.99,3.52,2.2351,-0.6249,0.66,2.86
B0188-3,"Neave and Bali et al., 2019",1,,1140,gl,50.23,1.76,14.11,12.43,0.23,6.82,11.95,2.27,0.2,0.18,,0.15,100.34,6.384,4.07522,1.60522,3.914,2.47
Y0185-11,"Neave and Bali et al., 2019",1,,1160,gl,50.44,1.75,13.86,11.02,0.22,6.89,11.79,2.26,0.2,0.18,1.05,0.02,98.63,6.552,4.18316,1.72316,4.092,2.46
Y0186-2,"Neave and Bali et al., 2019",1,,1180,gl,50.74,1.75,14.35,11.59,0.2,7.01,11.97,2.27,0.2,0.25,0.75,0.01,100.35,6.792,4.33736,1.86736,4.322,2.47
Y0187-5,"Neave and Bali et al., 2019",1,,1200,gl,50.46,1.81,14.16,12.38,0.24,6.99,11.75,2.3,0.21,0.12,0.61,0.03,100.45,6.568,4.19344,1.68344,4.058,2.51
Y0205-2,"Neave and Bali et al., 2019",3,,1140,gl-cp-pl,50.46,1.78,14.05,13.04,0.23,6.84,11.62,2.28,0.21,0.12,0.5,0.02,100.65,6.568,4.19344,1.70344,4.078,2.49
Y0201-2,"Neave and Bali et al., 2019",3,,1160,gl-cp,49.22,2.43,13.63,15.69,0.28,5.75,9.7,2.61,0.28,0.24,,0,99.83,5.576,3.55608,0.66608,2.686,2.89
Y0174-7,"Neave and Bali et al., 2019",3,,1180,gl,49.98,1.85,14.62,12.8,0.24,6.2,11.16,2.42,0.2,0.17,,0.01,99.64,6.184,3.94672,1.32672,3.564,2.62
Y0166-10,"Neave and Bali et al., 2019",3,,1200,gl,50.27,1.76,14.2,12.52,0.22,6.78,11.74,2.29,0.2,0.16,0.64,0.02,100.15,6.416,4.09578,1.60578,3.926,2.49
B0187-8,"Neave and Bali et al., 2019",6,,1140,gl-cp-pl,50.68,1.76,14.11,11.95,0.2,6.95,11.86,2.32,0.21,0.21,0.68,0.02,100.28,6.744,4.30652,1.77652,4.214,2.53
B0183-4,"Neave and Bali et al., 2019",6,,1160,gl-cp,50.36,2.29,15.62,13.37,0.22,5.02,9.58,2.7,0.26,0.2,,0.01,99.63,6.488,4.14204,1.18204,3.528,2.96
B0167-1,"Neave and Bali et al., 2019",6,,1180,gl-cp,50.37,1.93,15.56,11.41698342,0.22,5.68,10.76,2.57,0.22,0.25,,0.01,99,6.496,4.14718,1.35718,3.706,2.79
B0184-10,"Neave and Bali et al., 2019",6,,1200,gl-cp,50.37,1.9,15.19,12.3,0.23,5.97,11.09,2.49,0.22,0.17,,0.01,99.94,6.496,4.14718,1.43718,3.786,2.71
Y0272-1,"Neave and Bali et al., 2019",1,,1140,gl-ol-cp-pl,50.26,1.79,14.11,11.88878916,0.22,6.75,11.66,2.32,0.2,0.14,,0.02,99.36,6.408,4.09064,1.57064,3.888,2.52
Y0287-1,"Neave and Bali et al., 2019",1,,1160,gl-ol-cp-pl,50.05,2.47,12.69,14.96537519,0.29,5.53,10.84,2.3,0.25,0.18,,0.01,99.57,6.24,3.9827,1.4327,3.69,2.55
Y0281-1,"Neave and Bali et al., 2019",1,,1180,gl,50,2.13,13.21,13.88237111,0.26,6.1,11.45,2.2,0.21,0.18,,0.01,99.63,6.2,3.957,1.547,3.79,2.41
Y0204-3,"Neave and Bali et al., 2019",3,,1140,gl-ol-cp-pl,50.51,1.77,14.16,12.37228977,0.26,6.84,11.87,2.17,0.19,0.13,0.04,0.02,100.3,6.608,4.21914,1.85914,4.248,2.36
Y0200-3,"Neave and Bali et al., 2019",3,,1160,gl-cp-pl,48.54,3.09,12.48,17.65,0.31,5.35,9.89,2.5,0.34,0.3,,0.01,100.45,5.032,3.20656,0.36656,2.192,2.84
Y0206-3,"Neave and Bali et al., 2019",3,,1180,gl-cp,49.3,2.5,13.16,15.79,0.25,5.75,10.35,2.54,0.27,0.24,,0.01,100.16,5.64,3.5972,0.7872,2.83,2.81
Y0216-3,"Neave and Bali et al., 2019",3,,1200,gl,50.61,1.84,14.52,12.71,0.23,6.64,11.48,2.41,0.22,0.18,,0.01,100.85,6.688,4.27054,1.64054,4.058,2.63
Y0218-3,"Neave and Bali et al., 2019",3,,1220,gl,50.1,1.74,14.04,12.08374435,0.23,6.84,11.76,2.36,0.21,0.17,0.08,0.01,99.38,6.28,4.0084,1.4384,3.71,2.57
#18,"Voigt et al., 2017",0.001,,1175,gl-ol-cp-pl,50.5,1.34,14.32,10.6,,7.36,12.61,2.65,,,,0.0177,99.38,6.6,4.214,1.564,3.95,2.65
#18,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl-sp,50.24,1.4,14.12,11.23,,7.31,12.09,2.6,,,,0.0499,99.05,6.392,4.08036,1.48036,3.792,2.6
#20,"Voigt et al., 2017",0.001,,1190,gl-ol-pl,49.7,1.15,14.78,10.58,,8,13.13,2.45,,,,0.0259,99.81,5.96,3.8028,1.3528,3.51,2.45
#20,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,50.95,1.14,14.85,9.35,,8.11,12.81,2.44,,,,0.068,99.72,6.96,4.4453,2.0053,4.52,2.44
#22,"Voigt et al., 2017",0.001,,1204,gl-ol-pl,48.86,1.04,15.82,9.94,,8.61,12.99,2.19,,,,0.0136,99.47,5.288,3.37104,1.18104,3.098,2.19
#22,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,50.11,0.9,16.33,7.92,,9.07,12.88,2.12,,,,0.0771,99.41,6.288,4.01354,1.89354,4.168,2.12
#24,"Voigt et al., 2017",0.001,,1205,gl-ol-pl,49.72,1.02,15.82,8.76,,8.96,12.98,2.16,,,,0.008,99.43,5.976,3.81308,1.65308,3.816,2.16
#24,"Voigt et al., 2017",0.001,,,gl-ol-pl,48.98,0.9,15.49,8.74,,9.45,13.82,2.07,,,,0.0026,99.45,5.384,3.43272,1.36272,3.314,2.07
#26,"Voigt et al., 2017",0.001,,1175,gl-ol-cp-pl,50.82,1.27,14.03,10.43,,7.25,12.45,2.56,,,,0.0025,98.79,6.856,4.37848,1.81848,4.296,2.56
#26,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,50.39,1.28,14.1,10.72,,7.17,12.54,2.78,,,,0.001,98.99,6.512,4.15746,1.37746,3.732,2.78
#29,"Voigt et al., 2017",0.001,,1190,gl-ol-cp-pl,50.63,1.12,14.84,9.38,,7.91,12.96,2.41,,,,0.0089,99.25,6.704,4.28082,1.87082,4.294,2.41
#29,"Voigt et al., 2017",0.001,,,gl-ol-pl,49.4,1.01,14.61,9.63,,8.45,13.94,2.3,,,,0.0057,99.33,5.72,3.6486,1.3486,3.42,2.3
#32,"Voigt et al., 2017",0.001,,1186,gl-ol-cp-pl,49.46,1.21,14.52,10.53,,7.82,13.03,2.35,,,,0.0028,98.92,5.768,3.67944,1.32944,3.418,2.35
#32,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl-sp,50.15,1.28,14.64,9.31,,8.01,13.17,2.23,,,,0.0946,98.89,6.32,4.0341,1.8041,4.09,2.23
#34,"Voigt et al., 2017",0.001,,1186,gl-ol-pl,50.78,1.24,14.48,8.93,,8.19,13.31,2.04,,,,0.0129,98.99,6.824,4.35792,2.31792,4.784,2.04
#34,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl-sp,51.69,1.25,14.53,8.46,,8.23,12.95,1.94,,,,0.0931,99.15,7.552,4.82566,2.88566,5.612,1.94
#36,"Voigt et al., 2017",0.001,,1188,gl-ol-pl,50.32,1.15,14.59,9.67,,8.11,13.3,2.17,,,,0.0083,99.31,6.456,4.12148,1.95148,4.286,2.17
#36,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,49.66,1.2,14.4,10.33,,7.96,13.89,2.24,,,,0.0024,99.69,5.928,3.78224,1.54224,3.688,2.24
#37,"Voigt et al., 2017",0.001,,1190,gl-ol-pl,50.11,1.18,14.55,9.82,,8.06,13.33,2.23,,,,0.0057,99.28,6.288,4.01354,1.78354,4.058,2.23
#37,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,49.68,1.21,14.27,10.47,,8.01,13.87,2.29,,,,0.0028,99.81,5.944,3.79252,1.50252,3.654,2.29
#57,"Voigt et al., 2017",0.001,,1205,gl-ol-pl,47.72,1.16,14.14,10.99,,8.59,12.84,2.12,,,,0.0118,97.57,4.376,2.78508,0.66508,2.256,2.12
#57,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl-sp,48.65,1.2,14.06,9.54,,9.19,12.3,2.21,,,,0.0303,97.19,5.12,3.2631,1.0531,2.91,2.21
#57,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,47.57,1.19,13.93,10.77,,8.79,13.01,2.3,,,,0.0082,97.58,4.256,2.70798,0.40798,1.956,2.3
#60,"Voigt et al., 2017",0.001,,1217,gl-ol-pl,48.94,1.07,14.83,9.56,,9.08,12.55,2.24,,,,0.0182,98.28,5.352,3.41216,1.17216,3.112,2.24
#60,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl-sp,50.49,0.95,15.21,7.44,,9.3,12.29,2.29,,,,0.047,98.03,6.592,4.20886,1.91886,4.302,2.29
#60,"Voigt et al., 2017",0.001,,,gl-ol-pl,48.84,0.95,14.65,8.99,,9.79,13.2,2.23,,,,0.0203,98.67,5.272,3.36076,1.13076,3.042,2.23
#63,"Voigt et al., 2017",0.001,,1198,gl-ol-cp-pl,48.33,1.29,13.75,10.83,,8.54,12.26,2.31,,,,0.0092,97.32,4.864,3.09862,0.78862,2.554,2.31
#63,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl-sp,49.91,1.35,14.37,9.72,,8.79,11.78,2.39,,,,0.0319,98.34,6.128,3.91074,1.52074,3.738,2.39
#63,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,48.13,1.26,13.89,10.97,,8.52,12.29,2.45,,,,0.0503,97.56,4.704,2.99582,0.54582,2.254,2.45
#67,"Voigt et al., 2017",0.001,,1205,gl-ol-pl,49.53,1.18,14.31,9.96,,8.44,12.69,2.3,,,,0.0104,98.41,5.824,3.71542,1.41542,3.524,2.3
#67,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl-sp,50.89,1.03,14.88,8.38,,9.16,11.8,2.26,,,,0.0356,98.44,6.912,4.41446,2.15446,4.652,2.26
#67,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,49.56,1.13,14.35,9.41,,8.45,13.08,2.38,,,,0.0185,98.38,5.848,3.73084,1.35084,3.468,2.38
#78,"Voigt et al., 2017",0.001,,1206,gl-ol-pl,48.39,1.14,14.19,11.08,,8.89,12.92,2.34,,,,0.005,98.96,4.912,3.12946,0.78946,2.572,2.34
#78,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl-sp,49.44,1.18,14.24,9.35,,9.23,12.37,2.44,,,,0.0279,98.27,5.752,3.66916,1.22916,3.312,2.44
#78,"Voigt et al., 2017",0.001,,,gl-ol-cp-pl,48.35,1.17,13.96,11.21,,9.11,13.04,2.39,,,,0.0118,99.23,4.88,3.1089,0.7189,2.49,2.39
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.54,1.28,18.55,5.263570177,0.15,3.74,7.46,5.55,2.01,0.46,0,0,100,10.632,6.80456,-0.75544,3.072,7.56
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.48,1.27,18.56,5.272805267,0.15,3.75,7.47,5.56,2.02,0.45,0,0,100,10.584,6.77372,-0.80628,3.004,7.58
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.42,1.27,18.57,5.282025378,0.15,3.76,7.48,5.58,2.04,0.45,0,0,100,10.536,6.74288,-0.87712,2.916,7.62
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.85,1.22,18.68,5.361415413,0.18,3.86,7.56,5.71,2.14,0.44,0,0,100,10.08,6.4499,-1.4001,2.23,7.85
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,54.97,1.23,18.66,5.34351325,0.18,3.84,7.54,5.69,2.12,0.44,0,0,100,10.176,6.51158,-1.29842,2.366,7.81
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.26,1.25,18.6,5.303604207,0.16,3.79,7.5,5.62,2.07,0.45,0,0,100,10.408,6.66064,-1.02936,2.718,7.69
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.23,1.25,18.61,5.308209482,0.16,3.8,7.5,5.62,2.07,0.45,0,0,100,10.384,6.64522,-1.04478,2.694,7.69
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.34,1.26,18.59,5.292820141,0.16,3.78,7.49,5.6,2.05,0.45,0,0,100,10.472,6.70176,-0.94824,2.822,7.65
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.04,1.24,18.64,5.334840047,0.17,3.83,7.53,5.67,2.11,0.44,0,0,100,10.232,6.54756,-1.23244,2.452,7.78
VFEB02,"Mollo et al., 2013",0.001,,1100,gl-cp-sp,55.16,1.25,18.62,5.318192775,0.17,3.81,7.52,5.64,2.09,0.44,0,0,100,10.328,6.60924,-1.12076,2.598,7.73
